CustomerID,Gender,SeniorCitizen,Partner,Dependents,tenure,InternetService,Contract,PaymentMethod,TechSupport,MonthlyCharges,TotalCharges,Churn
C05798,Female,1,No,No,54,DSL,Two year,Credit card (automatic),No,75.95,4079.93,No
C05799,Female,0,No,No,28,DSL,One year,Credit card (automatic),No,66.92,1811.56,No
C05800,Male,0,Yes,No,0,No,Month-to-month,Mailed check,No,35.79,20.04,No
C05801,Male,0,Yes,No,32,No,One year,Bank transfer (automatic),Yes,22.93,739.07,No
C05802,Male,0,Yes,No,28,Fiber optic,Month-to-month,Electronic check,No,91.7,2644.59,No
C05803,Male,0,No,No,9,Fiber optic,Month-to-month,Electronic check,Yes,94.04,928.09,No
C05804,Female,0,No,No,30,Fiber optic,One year,Mailed check,Yes,97.64,2974.78,No
C05805,Male,0,No,No,33,Fiber optic,Two year,Credit card (automatic),Yes,95.42,3196.12,No
C05806,Male,0,Yes,No,14,Fiber optic,Month-to-month,Bank transfer (automatic),No,99.5,1384.23,Yes
C05807,Male,0,No,No,7,No,Month-to-month,Bank transfer (automatic),No,16.02,148.9,No
C05808,Female,0,No,Yes,14,DSL,One year,Electronic check,Yes,59.11,885.96,No
C05809,Female,1,Yes,Yes,0,Fiber optic,Month-to-month,Mailed check,No,80.42,8.34,Yes
C05810,Male,0,Yes,No,26,No,One year,Mailed check,Yes,29.81,838.04,No
C05811,Male,0,Yes,Yes,11,Fiber optic,Month-to-month,Bank transfer (automatic),Yes,82.42,913.82,Yes
C05812,Female,0,Yes,Yes,15,No,Month-to-month,Electronic check,No,16.38,263.11,No
C05813,Female,0,No,Yes,6,DSL,Month-to-month,Mailed check,Yes,53.75,378.65,No
C05814,Male,0,No,No,23,DSL,Two year,Credit card (automatic),Yes,58.55,1295.55,No
C05815,Male,0,No,Yes,17,No,One year,Credit card (automatic),Yes,22.0,371.99,No
C05816,Male,0,Yes,Yes,16,Fiber optic,One year,Credit card (automatic),No,73.79,1321.87,No
C05817,Male,0,Yes,Yes,15,Fiber optic,Month-to-month,Mailed check,No,84.82,1215.37,Yes
C05818,Female,1,Yes,No,19,DSL,Two year,Credit card (automatic),Yes,61.41,1237.82,No
C05819,Female,0,Yes,No,18,Fiber optic,Month-to-month,Credit card (automatic),No,77.1,1375.17,Yes
C05820,Female,0,Yes,Yes,19,Fiber optic,Two year,Credit card (automatic),No,78.72,1468.99,No
C05821,Female,0,Yes,No,4,DSL,Month-to-month,Credit card (automatic),No,76.75,305.27,Yes
C05822,Male,0,No,No,16,Fiber optic,Month-to-month,Credit card (automatic),No,65.05,983.38,Yes
C05823,Female,0,Yes,No,15,Fiber optic,Month-to-month,Electronic check,No,86.36,1276.92,No
C05824,Female,0,No,Yes,9,DSL,One year,Electronic check,No,80.27,799.37,No
C05825,Male,0,Yes,No,17,Fiber optic,Month-to-month,Bank transfer (automatic),No,81.51,1473.94,No
C05826,Male,0,No,Yes,55,Fiber optic,Two year,Bank transfer (automatic),Yes,95.3,5211.38,No
C05827,Female,0,No,No,20,DSL,Month-to-month,Electronic check,No,40.84,826.01,Yes
C05828,Male,0,No,No,3,Fiber optic,Month-to-month,Bank transfer (automatic),No,63.48,228.91,Yes
C05829,Male,0,Yes,No,17,DSL,Month-to-month,Electronic check,Yes,59.77,1073.06,No
C05830,Female,0,No,No,6,DSL,Month-to-month,Electronic check,Yes,49.42,386.8,Yes
C05831,Female,0,Yes,Yes,7,Fiber optic,One year,Mailed check,No,92.44,647.65,No
C05832,Male,0,No,No,7,Fiber optic,One year,Electronic check,No,89.34,646.25,No
C05833,Female,0,Yes,No,18,No,One year,Bank transfer (automatic),No,46.65,797.35,No
C05834,Male,0,Yes,Yes,3,DSL,Month-to-month,Credit card (automatic),No,68.42,200.01,No
C05835,Female,0,No,No,48,Fiber optic,Two year,Bank transfer (automatic),Yes,83.02,3983.66,No
C05836,Female,0,No,No,29,DSL,Month-to-month,Bank transfer (automatic),No,66.24,1906.62,No
C05837,Female,1,No,Yes,37,Fiber optic,Two year,Electronic check,No,83.7,3142.9,No
C05838,Male,0,Yes,No,11,Fiber optic,Month-to-month,Mailed check,No,69.22,885.59,No
C05839,Female,1,No,No,16,Fiber optic,One year,Credit card (automatic),Yes,94.12,1469.64,No
C05840,Female,1,Yes,No,34,DSL,One year,Bank transfer (automatic),Yes,66.51,2271.22,No
C05841,Male,0,Yes,No,2,No,Month-to-month,Electronic check,No,16.52,47.87,Yes
C05842,Male,1,No,No,29,Fiber optic,Month-to-month,Credit card (automatic),Yes,103.65,3102.09,Yes
C05843,Male,0,Yes,No,16,No,One year,Credit card (automatic),No,16.79,272.28,No
C05844,Male,0,Yes,No,8,DSL,Month-to-month,Electronic check,Yes,81.87,680.1,Yes
C05845,Female,0,Yes,Yes,25,Fiber optic,Month-to-month,Electronic check,No,83.67,2114.11,Yes
C05846,Male,0,Yes,No,27,Fiber optic,One year,Electronic check,No,65.11,1826.97,No
C05847,Male,0,Yes,Yes,32,Fiber optic,One year,Electronic check,No,107.57,3514.24,Yes
C05848,Female,0,No,Yes,19,DSL,Two year,Credit card (automatic),No,72.67,1376.84,No
C05849,Male,0,No,No,20,No,Month-to-month,Credit card (automatic),No,36.6,723.82,No
C05850,Female,0,No,No,7,DSL,Month-to-month,Bank transfer (automatic),Yes,28.46,250.5,No
C05851,Male,0,Yes,Yes,9,DSL,Month-to-month,Bank transfer (automatic),No,34.53,397.2,No
C05852,Female,0,Yes,No,11,Fiber optic,One year,Bank transfer (automatic),No,97.33,1009.57,No
C05853,Female,0,No,Yes,66,Fiber optic,Two year,Mailed check,Yes,97.89,6461.18,No
C05854,Female,1,Yes,Yes,29,Fiber optic,Two year,Bank transfer (automatic),No,67.81,1986.2,No
C05855,Male,0,No,No,17,Fiber optic,Two year,Credit card (automatic),Yes,90.32,1457.61,Yes
C05856,Female,0,No,No,32,Fiber optic,Two year,Credit card (automatic),Yes,84.35,2692.39,No
C05857,Male,0,No,No,55,Fiber optic,Two year,Electronic check,Yes,70.61,3907.31,Yes
C05858,Male,0,No,Yes,15,Fiber optic,Month-to-month,Mailed check,Yes,79.12,1158.9,No
C05859,Male,0,Yes,No,67,No,Two year,Mailed check,No,47.38,3124.63,No
C05860,Female,0,No,No,26,No,One year,Bank transfer (automatic),No,15.0,424.46,No
C05861,Male,0,No,No,15,Fiber optic,Month-to-month,Mailed check,No,64.13,999.12,No
C05862,Female,1,No,No,22,DSL,Month-to-month,Electronic check,No,54.33,1179.48,No
C05863,Male,0,Yes,No,3,No,Month-to-month,Bank transfer (automatic),Yes,15.0,89.43,Yes
C05864,Male,0,No,No,23,DSL,One year,Mailed check,Yes,56.78,1205.49,No
C05865,Female,0,Yes,No,34,DSL,One year,Electronic check,No,40.33,1416.45,No
C05866,Male,0,Yes,No,26,DSL,Month-to-month,Credit card (automatic),No,47.01,1310.14,No
C05867,Female,0,Yes,No,18,DSL,One year,Electronic check,Yes,63.01,1216.52,No
C05868,Male,1,Yes,No,2,No,Month-to-month,Electronic check,No,15.0,51.41,Yes
C05869,Female,0,No,Yes,32,Fiber optic,One year,Electronic check,No,72.66,2400.45,No
C05870,Female,0,Yes,No,31,No,One year,Electronic check,No,43.52,1360.36,No
C05871,Male,0,Yes,No,23,DSL,Two year,Mailed check,Yes,61.86,1490.39,No
C05872,Male,0,Yes,No,19,Fiber optic,Month-to-month,Bank transfer (automatic),No,88.23,1644.96,No
C05873,Female,0,Yes,No,30,No,Two year,Mailed check,No,32.64,999.3,No
C05874,Female,0,Yes,No,22,No,Month-to-month,Electronic check,Yes,25.23,652.69,No
C05875,Male,0,Yes,No,27,Fiber optic,Month-to-month,Electronic check,No,96.72,2651.7,Yes
C05876,Male,1,Yes,No,4,DSL,Month-to-month,Mailed check,No,67.13,328.8,No
C05877,Female,0,Yes,No,24,Fiber optic,One year,Bank transfer (automatic),No,72.31,1779.2,No
C05878,Female,0,Yes,Yes,30,DSL,Two year,Electronic check,Yes,64.85,1955.22,No
C05879,Male,0,No,No,30,Fiber optic,One year,Electronic check,No,66.35,2072.79,Yes
C05880,Female,0,No,No,23,Fiber optic,Two year,Electronic check,Yes,51.83,1168.76,No
C05881,Male,0,No,No,27,Fiber optic,Month-to-month,Electronic check,No,100.67,2699.98,No
C05882,Female,0,No,No,24,Fiber optic,Month-to-month,Electronic check,No,83.21,2036.93,Yes
C05883,Male,0,No,Yes,4,Fiber optic,Month-to-month,Bank transfer (automatic),Yes,98.23,503.06,No
C05884,Female,0,Yes,No,1,DSL,Month-to-month,Electronic check,No,59.62,0.0,Yes
C05885,Female,0,No,No,69,Fiber optic,Two year,Electronic check,No,92.7,6357.32,No
C05886,Female,0,No,Yes,21,Fiber optic,One year,Mailed check,No,99.8,2123.6,Yes
C05887,Female,0,Yes,No,20,DSL,Month-to-month,Mailed check,Yes,42.39,891.05,Yes
C05888,Female,0,No,No,9,DSL,One year,Mailed check,No,65.13,624.93,Yes
C05889,Female,0,No,No,21,DSL,Month-to-month,Electronic check,No,68.24,1466.85,No
C05890,Male,1,No,No,14,Fiber optic,Month-to-month,Bank transfer (automatic),No,92.25,1283.81,No
C05891,Female,0,Yes,No,9,No,Month-to-month,Bank transfer (automatic),No,15.0,143.82,Yes
C05892,Female,0,Yes,No,27,DSL,One year,Mailed check,No,59.31,1627.26,No
C05893,Female,0,No,Yes,17,Fiber optic,Two year,Mailed check,No,93.7,1697.77,No
C05894,Male,0,No,No,6,Fiber optic,Month-to-month,Electronic check,No,92.54,642.36,No
C05895,Male,0,No,No,1,DSL,Month-to-month,Bank transfer (automatic),Yes,81.26,199.36,No
C05896,Male,0,Yes,No,3,No,Month-to-month,Bank transfer (automatic),No,32.24,122.92,No
C05897,Female,0,Yes,No,14,Fiber optic,Month-to-month,Electronic check,No,76.11,1044.18,No
C05898,Male,1,No,No,18,No,One year,Mailed check,No,36.68,636.36,No
C05899,Female,0,Yes,No,8,DSL,Month-to-month,Credit card (automatic),No,71.83,605.87,No
C05900,Female,0,No,Yes,10,DSL,One year,Mailed check,No,47.64,522.96,No
C05901,Female,0,Yes,No,16,DSL,Month-to-month,Electronic check,No,90.96,1557.47,Yes
C05902,Female,0,Yes,Yes,5,DSL,Month-to-month,Bank transfer (automatic),No,91.19,426.71,No
C05903,Male,0,No,No,13,No,Month-to-month,Electronic check,Yes,18.07,212.95,No
C05904,Male,0,Yes,No,4,DSL,Month-to-month,Mailed check,No,41.95,240.52,No
C05905,Male,0,No,Yes,42,Fiber optic,Two year,Bank transfer (automatic),Yes,71.29,2963.38,No
C05906,Female,0,No,No,1,DSL,Month-to-month,Credit card (automatic),No,44.69,67.29,No
C05907,Male,1,Yes,No,13,No,Month-to-month,Bank transfer (automatic),Yes,15.0,296.23,No
C05908,Female,0,Yes,No,24,Fiber optic,One year,Mailed check,Yes,77.06,1913.27,No
C05909,Male,0,Yes,No,30,Fiber optic,Two year,Bank transfer (automatic),No,70.44,2141.46,No
C05910,Male,0,No,No,71,DSL,Two year,Credit card (automatic),Yes,79.69,5702.9,No
C05911,Male,1,Yes,No,22,Fiber optic,Month-to-month,Mailed check,No,64.28,1336.05,No
C05912,Female,0,Yes,Yes,12,DSL,Month-to-month,Electronic check,Yes,63.85,866.96,No
C05913,Female,0,No,No,26,DSL,One year,Credit card (automatic),Yes,55.98,1386.32,No
C05914,Male,0,No,Yes,17,Fiber optic,One year,Electronic check,No,89.94,1523.04,No
C05915,Female,0,Yes,Yes,27,No,Month-to-month,Electronic check,No,23.49,620.06,Yes
C05916,Male,0,No,No,24,No,Month-to-month,Electronic check,No,26.77,665.93,No
C05917,Female,0,No,No,0,Fiber optic,Month-to-month,Mailed check,Yes,100.15,0.0,Yes
C05918,Female,0,No,No,2,Fiber optic,Month-to-month,Bank transfer (automatic),No,77.95,134.82,No
C05919,Male,0,No,No,15,No,One year,Mailed check,No,15.0,204.75,No
C05920,Female,0,No,No,7,Fiber optic,Month-to-month,Electronic check,No,84.46,765.0,Yes
C05921,Male,1,Yes,No,12,Fiber optic,Month-to-month,Bank transfer (automatic),No,75.01,909.26,No
C05922,Female,1,Yes,No,18,No,Month-to-month,Bank transfer (automatic),No,29.39,558.1,Yes
C05923,Male,0,No,No,2,DSL,Month-to-month,Credit card (automatic),No,51.62,163.08,Yes
C05924,Female,0,Yes,Yes,23,DSL,Month-to-month,Mailed check,No,50.19,1179.38,No
C05925,Male,0,No,No,25,Fiber optic,Month-to-month,Electronic check,No,101.05,2485.56,Yes
C05926,Female,0,No,Yes,14,DSL,Two year,Bank transfer (automatic),No,85.95,1267.19,No
C05927,Female,0,Yes,Yes,26,Fiber optic,Month-to-month,Electronic check,Yes,73.87,1934.44,No
C05928,Female,0,No,No,23,Fiber optic,One year,Electronic check,No,85.54,1953.79,Yes
C05929,Female,0,Yes,No,8,Fiber optic,One year,Bank transfer (automatic),No,79.68,602.39,No
C05930,Female,0,Yes,No,28,No,Month-to-month,Mailed check,No,29.05,828.42,No
C05931,Male,0,No,No,11,DSL,Month-to-month,Mailed check,No,55.64,733.03,No
C05932,Male,0,No,No,1,Fiber optic,Month-to-month,Bank transfer (automatic),No,93.2,101.88,No
C05933,Male,1,No,No,35,DSL,One year,Mailed check,No,47.57,1607.97,No
C05934,Female,0,Yes,Yes,13,Fiber optic,One year,Electronic check,No,99.89,1311.63,No
C05935,Male,0,Yes,No,27,Fiber optic,Month-to-month,Electronic check,Yes,83.15,2339.48,No
C05936,Female,0,Yes,No,26,Fiber optic,One year,Electronic check,Yes,106.62,2827.26,No
C05937,Female,0,Yes,Yes,19,DSL,One year,Credit card (automatic),Yes,81.7,1534.69,No
C05938,Male,0,Yes,No,18,Fiber optic,Month-to-month,Bank transfer (automatic),Yes,87.68,1526.61,No
C05939,Male,0,No,No,16,Fiber optic,One year,Mailed check,Yes,80.17,1400.57,No
C05940,Male,0,No,No,15,DSL,Month-to-month,Electronic check,No,52.42,763.9,No
C05941,Male,0,Yes,No,19,Fiber optic,One year,Electronic check,Yes,90.19,1664.26,No
C05942,Male,0,Yes,No,7,Fiber optic,Month-to-month,Credit card (automatic),Yes,91.1,660.46,Yes
C05943,Male,0,Yes,No,35,No,One year,Credit card (automatic),No,20.13,710.38,No
C05944,Female,0,No,No,23,No,Month-to-month,Electronic check,No,15.0,405.72,No
C05945,Female,0,No,No,32,Fiber optic,One year,Credit card (automatic),No,71.89,2382.25,No
C05946,Male,0,No,No,19,No,Month-to-month,Mailed check,Yes,38.75,731.98,Yes
C05947,Male,0,Yes,No,19,Fiber optic,One year,Electronic check,No,70.7,1285.77,No
C05948,Male,0,No,No,24,No,Month-to-month,Electronic check,No,16.92,436.34,No
C05949,Female,0,No,No,11,DSL,Month-to-month,Bank transfer (automatic),Yes,61.22,708.58,No
C05950,Female,0,Yes,No,16,Fiber optic,Month-to-month,Mailed check,No,95.47,1673.15,Yes
C05951,Male,1,No,Yes,22,Fiber optic,Month-to-month,Credit card (automatic),Yes,88.36,1908.3,Yes
C05952,Male,0,Yes,No,17,Fiber optic,One year,Electronic check,No,71.07,1298.47,No
C05953,Female,0,No,Yes,64,DSL,Two year,Bank transfer (automatic),No,54.04,3561.25,No
C05954,Female,0,No,No,17,DSL,One year,Electronic check,Yes,51.11,818.51,Yes
C05955,Male,0,Yes,Yes,55,DSL,Two year,Electronic check,No,72.58,3979.17,No
C05956,Female,0,No,No,6,DSL,Month-to-month,Electronic check,No,69.55,446.59,No
C05957,Male,0,No,Yes,9,DSL,Month-to-month,Credit card (automatic),No,45.36,406.15,No
C05958,Male,0,Yes,No,35,Fiber optic,One year,Bank transfer (automatic),No,82.06,2903.66,No
C05959,Female,0,No,No,59,No,Two year,Electronic check,Yes,27.4,1655.27,No
C05960,Female,0,Yes,No,32,Fiber optic,One year,Mailed check,Yes,67.52,2191.42,No
C05961,Male,0,Yes,No,23,No,Month-to-month,Bank transfer (automatic),Yes,37.27,880.69,Yes
C05962,Female,0,Yes,No,2,No,Month-to-month,Electronic check,No,27.96,92.1,No
C05963,Male,0,No,No,29,Fiber optic,Month-to-month,Credit card (automatic),No,93.5,2683.5,No
C05964,Female,0,No,Yes,2,DSL,Month-to-month,Credit card (automatic),No,42.4,143.48,No
C05965,Female,0,No,No,6,DSL,One year,Bank transfer (automatic),Yes,59.92,411.15,No
C05966,Female,0,No,No,4,No,Month-to-month,Bank transfer (automatic),No,23.55,163.96,No
C05967,Female,0,Yes,No,51,DSL,Two year,Bank transfer (automatic),No,48.64,2497.26,No
C05968,Male,0,Yes,Yes,60,Fiber optic,Two year,Electronic check,Yes,81.95,4852.13,No
C05969,Female,0,No,Yes,27,Fiber optic,Two year,Mailed check,No,95.87,2653.1,No
C05970,Female,0,Yes,No,59,No,Two year,Electronic check,Yes,15.0,966.02,No
C05971,Female,1,No,No,17,Fiber optic,Month-to-month,Credit card (automatic),No,84.98,1411.6,No
C05972,Male,0,No,Yes,29,No,Two year,Bank transfer (automatic),No,43.22,1200.5,No
C05973,Female,1,Yes,No,13,DSL,Month-to-month,Electronic check,No,39.83,510.98,Yes
C05974,Female,0,No,No,43,DSL,Two year,Mailed check,No,59.61,2458.01,Yes
C05975,Male,0,Yes,Yes,11,Fiber optic,Month-to-month,Electronic check,No,77.12,868.66,No
C05976,Female,0,Yes,No,9,No,Month-to-month,Credit card (automatic),No,31.32,334.09,No
C05977,Male,0,Yes,Yes,1,Fiber optic,Month-to-month,Electronic check,Yes,82.03,79.24,Yes
C05978,Male,0,No,No,20,No,Month-to-month,Bank transfer (automatic),No,36.79,734.44,No
C05979,Female,0,No,Yes,37,Fiber optic,Two year,Electronic check,No,90.6,3403.83,No
C05980,Female,0,Yes,Yes,28,Fiber optic,One year,Bank transfer (automatic),No,87.48,2457.69,No
C05981,Female,0,Yes,Yes,27,Fiber optic,Month-to-month,Electronic check,No,94.63,2573.44,Yes
C05982,Male,0,No,No,2,Fiber optic,Month-to-month,Electronic check,No,82.38,257.63,Yes
C05983,Female,1,No,Yes,6,DSL,One year,Bank transfer (automatic),Yes,53.39,340.82,No
C05984,Male,0,No,No,8,No,Month-to-month,Bank transfer (automatic),Yes,27.17,267.1,No
C05985,Male,0,No,Yes,30,No,One year,Credit card (automatic),No,20.25,628.25,No
C05986,Male,0,No,Yes,3,Fiber optic,Month-to-month,Bank transfer (automatic),No,71.39,243.47,Yes
C05987,Female,1,No,No,26,DSL,One year,Mailed check,No,47.23,1168.53,No
C05988,Female,0,Yes,No,59,DSL,Two year,Credit card (automatic),No,44.92,2543.04,No
C05989,Female,0,No,Yes,3,No,Month-to-month,Credit card (automatic),No,24.57,72.25,No
C05990,Female,0,No,No,23,DSL,Month-to-month,Mailed check,No,60.23,1457.59,No
C05991,Male,0,No,Yes,60,No,Two year,Mailed check,No,15.0,939.79,No
C05992,Female,0,No,No,26,Fiber optic,Two year,Credit card (automatic),No,97.67,2549.68,No
C05993,Male,1,No,No,15,Fiber optic,Two year,Bank transfer (automatic),No,98.36,1518.94,No
C05994,Female,0,No,No,9,No,One year,Bank transfer (automatic),No,22.55,200.58,No
C05995,Male,1,No,No,11,DSL,Month-to-month,Electronic check,Yes,70.51,822.06,No
C05996,Female,0,No,No,2,Fiber optic,Month-to-month,Bank transfer (automatic),No,79.65,139.04,No
C05997,Female,0,No,No,19,No,Month-to-month,Electronic check,No,15.0,277.67,No
C05998,Female,0,No,No,28,Fiber optic,One year,Electronic check,No,83.41,2299.11,No
C05999,Female,0,Yes,No,4,Fiber optic,Month-to-month,Credit card (automatic),No,80.45,286.52,No
C06000,Male,1,No,No,24,Fiber optic,One year,Bank transfer (automatic),No,88.1,2110.14,Yes
C06001,Female,0,No,Yes,49,DSL,Two year,Mailed check,No,68.45,3447.55,No
C06002,Male,0,Yes,No,43,DSL,Two year,Mailed check,No,73.23,3168.13,No
C06003,Female,0,Yes,Yes,27,Fiber optic,Month-to-month,Electronic check,No,73.12,1986.35,Yes
C06004,Female,0,Yes,Yes,25,Fiber optic,Month-to-month,Electronic check,No,108.76,2808.96,Yes
C06005,Male,1,No,Yes,14,Fiber optic,One year,Electronic check,No,73.64,996.49,No
C06006,Female,0,Yes,No,2,Fiber optic,Month-to-month,Electronic check,No,85.04,150.8,Yes
C06007,Female,0,No,No,7,DSL,One year,Mailed check,No,64.93,451.47,No
C06008,Male,0,Yes,Yes,36,Fiber optic,Two year,Credit card (automatic),No,82.26,2993.19,Yes
C06009,Female,0,No,No,20,DSL,Month-to-month,Electronic check,Yes,34.88,815.46,No
C06010,Male,0,Yes,Yes,9,DSL,Month-to-month,Electronic check,No,45.0,531.81,No
C06011,Female,0,No,No,4,Fiber optic,Month-to-month,Credit card (automatic),No,80.94,340.04,Yes
C06012,Female,0,No,No,34,No,One year,Bank transfer (automatic),No,27.52,905.47,No
C06013,Female,0,No,Yes,6,DSL,Month-to-month,Electronic check,No,48.2,275.1,No
C06014,Female,1,Yes,No,20,Fiber optic,One year,Electronic check,Yes,90.3,1800.42,Yes
C06015,Male,0,No,No,13,Fiber optic,Two year,Bank transfer (automatic),No,89.7,1252.16,No
C06016,Female,0,Yes,Yes,9,DSL,Month-to-month,Mailed check,No,67.56,669.77,No
C06017,Male,1,No,No,22,Fiber optic,Two year,Bank transfer (automatic),No,84.25,1893.35,Yes
C06018,Female,0,No,No,26,No,One year,Mailed check,No,20.47,478.98,No
C06019,Female,1,Yes,No,67,Fiber optic,Two year,Credit card (automatic),No,90.42,6113.31,Yes
C06020,Male,1,No,Yes,7,DSL,Month-to-month,Bank transfer (automatic),No,58.34,319.52,Yes
C06021,Male,0,Yes,No,25,Fiber optic,Month-to-month,Electronic check,No,100.24,2479.56,Yes
C06022,Female,0,Yes,No,22,Fiber optic,Month-to-month,Electronic check,No,71.86,1577.14,Yes
C06023,Female,0,Yes,No,20,DSL,Month-to-month,Bank transfer (automatic),No,78.53,1636.01,No
C06024,Male,0,No,Yes,11,DSL,Month-to-month,Electronic check,No,67.01,803.27,No
C06025,Male,0,Yes,No,15,DSL,Two year,Electronic check,Yes,60.24,915.11,Yes
C06026,Male,0,No,No,27,DSL,Month-to-month,Electronic check,No,62.14,1662.86,No
C06027,Female,0,No,No,40,DSL,Two year,Mailed check,No,60.73,2462.55,No
C06028,Male,0,No,No,18,Fiber optic,One year,Bank transfer (automatic),No,84.34,1512.67,Yes
C06029,Female,0,Yes,No,17,Fiber optic,Month-to-month,Electronic check,Yes,100.09,1719.42,Yes
C06030,Male,0,Yes,No,17,No,Month-to-month,Bank transfer (automatic),No,42.94,733.07,Yes
C06031,Female,0,Yes,Yes,38,Fiber optic,Two year,Bank transfer (automatic),No,89.05,3425.86,Yes
C06032,Male,0,No,No,8,No,One year,Credit card (automatic),No,31.74,227.62,No
C06033,Female,0,Yes,No,2,Fiber optic,Month-to-month,Credit card (automatic),No,71.72,141.33,No
C06034,Male,0,Yes,No,50,DSL,Two year,Credit card (automatic),No,53.18,2611.3,No
C06035,Female,0,No,Yes,21,Fiber optic,Month-to-month,Credit card (automatic),No,89.55,1867.4,No
C06036,Male,0,Yes,No,22,No,One year,Mailed check,No,23.89,570.54,No
C06037,Female,0,No,Yes,27,DSL,Month-to-month,Mailed check,No,64.51,1757.21,No
C06038,Female,0,No,No,28,DSL,Month-to-month,Electronic check,No,44.72,1124.38,Yes
C06039,Male,0,Yes,No,5,DSL,Month-to-month,Mailed check,No,63.25,330.17,No
C06040,Female,0,No,Yes,27,Fiber optic,Two year,Electronic check,No,109.74,2978.92,Yes
C06041,Female,0,No,No,71,DSL,Two year,Bank transfer (automatic),No,49.53,3597.04,No
C06042,Male,1,No,No,4,DSL,Month-to-month,Electronic check,No,63.55,286.71,Yes
C06043,Male,0,No,No,21,DSL,Month-to-month,Electronic check,No,55.29,1277.53,No
C06044,Male,0,No,No,23,Fiber optic,Month-to-month,Electronic check,No,95.64,2272.75,No
C06045,Female,0,No,Yes,16,Fiber optic,Month-to-month,Credit card (automatic),No,87.11,1359.0,No
C06046,Female,0,No,No,28,Fiber optic,Month-to-month,Electronic check,No,79.6,2362.89,No
C06047,Male,1,Yes,No,10,Fiber optic,Month-to-month,Credit card (automatic),No,76.12,762.96,Yes
C06048,Female,0,No,Yes,21,Fiber optic,Month-to-month,Electronic check,No,90.52,1899.38,No
C06049,Female,0,No,No,11,DSL,Month-to-month,Bank transfer (automatic),No,55.27,567.52,No
C06050,Female,0,Yes,No,17,Fiber optic,One year,Electronic check,No,114.42,1914.48,No
C06051,Female,0,No,No,47,DSL,Two year,Electronic check,No,62.2,2813.91,No
C06052,Female,0,Yes,No,14,Fiber optic,One year,Credit card (automatic),No,90.83,1327.03,No
C06053,Female,0,No,No,19,Fiber optic,One year,Electronic check,No,63.18,1272.05,No
C06054,Male,0,Yes,No,11,DSL,Month-to-month,Electronic check,Yes,62.05,723.33,Yes
C06055,Female,0,Yes,No,9,DSL,Month-to-month,Bank transfer (automatic),No,40.57,382.51,No
C06056,Female,0,No,Yes,13,DSL,One year,Bank transfer (automatic),No,57.06,730.34,Yes
C06057,Male,0,Yes,No,28,DSL,One year,Credit card (automatic),No,70.67,2002.12,No
C06058,Female,1,Yes,No,2,DSL,Month-to-month,Bank transfer (automatic),No,80.23,178.09,No
C06059,Female,0,No,No,26,No,Month-to-month,Bank transfer (automatic),No,38.91,1082.1,No
C06060,Female,0,No,No,56,Fiber optic,Two year,Mailed check,No,86.86,4889.88,Yes
C06061,Male,0,Yes,Yes,21,Fiber optic,One year,Bank transfer (automatic),No,100.4,2086.2,No
C06062,Male,0,Yes,No,30,Fiber optic,One year,Bank transfer (automatic),Yes,106.45,3233.14,No
C06063,Female,0,Yes,No,18,Fiber optic,One year,Electronic check,No,73.14,1313.58,Yes
C06064,Female,0,No,Yes,12,No,Month-to-month,Bank transfer (automatic),No,38.29,523.18,Yes
C06065,Male,0,No,No,18,No,Month-to-month,Electronic check,No,15.98,310.65,No
C06066,Female,0,Yes,No,65,Fiber optic,Two year,Mailed check,Yes,82.61,5474.05,No
C06067,Female,0,No,No,29,No,Month-to-month,Electronic check,Yes,30.11,903.68,Yes
C06068,Male,0,No,No,17,DSL,Month-to-month,Electronic check,No,74.39,1371.74,No
C06069,Male,0,Yes,No,13,Fiber optic,One year,Bank transfer (automatic),No,82.34,1091.42,No
C06070,Male,0,No,Yes,0,No,Month-to-month,Electronic check,No,15.0,59.4,No
C06071,Female,0,No,No,22,Fiber optic,One year,Electronic check,No,63.96,1423.32,No
C06072,Male,0,No,No,23,No,Month-to-month,Electronic check,Yes,21.33,475.59,No
C06073,Male,1,Yes,No,14,DSL,One year,Electronic check,No,77.04,1047.77,Yes
C06074,Male,0,No,Yes,15,Fiber optic,One year,Electronic check,No,78.79,1220.96,No
C06075,Male,0,Yes,No,8,No,Month-to-month,Bank transfer (automatic),No,38.46,356.76,No
C06076,Male,0,Yes,Yes,11,Fiber optic,Month-to-month,Mailed check,Yes,75.68,811.01,Yes
C06077,Male,0,Yes,No,23,Fiber optic,Month-to-month,Mailed check,Yes,86.11,1961.99,No
C06078,Female,0,Yes,No,9,DSL,Month-to-month,Bank transfer (automatic),Yes,63.44,661.16,No
C06079,Female,0,Yes,No,28,Fiber optic,Month-to-month,Bank transfer (automatic),No,94.34,2730.12,Yes
C06080,Male,0,No,Yes,7,No,Month-to-month,Electronic check,No,15.0,158.95,Yes
C06081,Male,0,No,No,9,Fiber optic,One year,Credit card (automatic),Yes,81.26,782.08,No
C06082,Female,0,Yes,No,29,DSL,One year,Credit card (automatic),No,73.37,2200.72,No
C06083,Male,0,No,Yes,13,DSL,Month-to-month,Electronic check,No,43.4,656.77,Yes
C06084,Male,1,Yes,No,28,No,Month-to-month,Bank transfer (automatic),No,33.18,980.37,No
C06085,Male,0,Yes,No,6,Fiber optic,Month-to-month,Electronic check,No,70.08,498.01,No
